mkname,mk001,mk002,mk003,mk004,mk005,mk006,mk007,mk008,mk009,mk010,mk011,mk012,mk013,mk014,mk015,mk016,mk017,mk018,mk019,mk020,mk021,mk022,mk023,mk024,mk025,mk026,mk027,mk028,mk029,mk030,mk031,mk032,mk033,mk034,mk035,mk036,mk037,mk038,mk039,mk040,mk041,mk042,mk043,mk044,mk045,mk046,mk047,mk048,mk049,mk050,mk051,mk052,mk053,mk054,mk055,mk056,mk057,mk058,mk059,mk060,mk061,mk062,mk063,mk064,mk065,mk066,mk067,mk068,mk069,mk070,mk071,mk072,mk073,mk074,mk075,mk076,mk077,mk078,mk079,mk080,mk081,mk082,mk083,mk084,mk085,mk086,mk087,mk088,mk089,mk090,mk091,mk092,mk093,mk094,mk095,mk096,mk097,mk098,mk099,mk100,mk101,mk102,mk103,mk104,mk105,mk106,mk107,mk108,mk109,mk110,mk111,mk112,mk113,mk114,mk115,mk116,mk117,mk118,mk119,mk120,mk121,mk122
G069,-1,0.02133325,0,0,0,0,0.083717291,0,0,0,1,1,0.55340286,0,0.007072858,-0.578278707,-1,-0.989000862,-1,1,1,0,0.014415576,0,0,0,0,-1,-1,-1,-0.969142937,-1,0,0,0,0,0,0,-0.011138434,0,1,1,0.841815015,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.68100961,0,0,-0.767086215,-1,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,1,0,0,0.050412403,0.057448495,-0.043972641,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,1,1,1,0,-0.154859568,0,-0.022287417,1,0,0.023136423,-0.024043024,0.516208426,1,1,-1,-1,0,0,0.016792915,0,0,0,0,-0.006724019,0,-1,-1,0,0,0,-0.031163225,0,0,0,0,0,0
G070,-1,-1,0,0,0,0,0.083717291,0,-1,-1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,1,1,1,1,1,1,-0.002851853,1,1,1,0.979616645,1,-1,-1,0,0.018051003,0,0,0,-1,-0.993509086,-1,-1,1,1,1,1,0,0,-0.607535263,-1,-0.992213758,-1,-1,0,0,0,0.050412403,0.057448495,-0.043972641,0,0,0,0,0,1,1,1,1,0.95441315,1,1,1,0,0,0,0,-0.154859568,0,-0.043142869,0,0,0.579223104,1,0,0,0,-1,-1,0,0,0.016792915,0,-1,-1,-1,-0.993223971,-1,-1,-1,-1,-1,-1,-0.428978135,0,0,-1,-1,-1,-1
G071,0,0.023430176,-1,-1,-1,-1,-1,0,0,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.989000862,-1,0,0,0,0.014415576,0,0,0,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,0,0,-1,-1,-0.988689355,-1,0,0,0.019241721,0,0,0,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.767086215,-1,-1,0,0,1,1,0.963039849,1,0.675847841,-1,-1,-1,-1,-0.978483799,-1,-0.678270605,0,0,0,1,1,1,1,1,1,0.628187495,0,1,1,1,1,0,0,-0.154859568,0,-0.671485174,-1,0,0.023113366,-0.026054243,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-0.006724019,0,0,1,-1,-1,-1,-0.96778679,-1,-1,-1,-1,-1,-1
G072,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,1,1,0.070069021,0,-0.011138434,0,0,0,0.019241721,0,1,0,0,0.018051003,0,0,1,1,1,1,-1,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.987486461,1,-1,1,1,0.92121836,0.934741986,1,0,0,-1,-1,-1,1,-1,0,0,0.043266867,0,-1,-1,-1,-1,-1,0,-0.154859568,0,-0.043142869,0,0,0.023257436,-0.013487701,1,1,1,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,1
G073,1,0.953974135,1,1,1,1,0.142780018,-1,-1,-1,-1,-1,0.0105436,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,1,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,0,0,0,0,-0.011138434,0,-1,0,0.019241721,0,-1,0,1,0.981399239,1,1,1,1,1,1,1,1,1,1,1,0,0,-0.607535263,-1,-0.992213758,-1,-1,-1,1,1,0.92121836,0.934741986,1,0,0,0,0,1,1,0,1,1,0.628187495,0,-1,-1,-1,-1,-1,0,-0.55111203,-1,-0.954253362,-1,-1,-1,1,0.963644495,1,1,0,0,1,1,0.982906977,1,1,1,1,-0.003380149,0,0,0,1,1,1,-0.01616891,0,0,-1,-1,-1,0
G074,1,0.953974135,1,1,1,1,0.902443125,1,1,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.005521206,1,-1,-1,-1,-1,-1,-1,-1,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,-1,-1,0,0,1,1,1,1,0.841815015,0,-1,0,-1,-1,-1,-1,0,0,-0.006436222,0,-1,1,1,1,1,0,0,-0.607535263,-1,-0.278214575,0.005416236,-1,-1,-1,-1,-0.076006552,0.02843658,-0.303944582,-1,-1,-1,-1,-1,0,-1,0,0,0.023020099,-1,-1,0,1,1,1,0,-0.090086732,1,1,1,1,0.411309627,-0.021052571,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.626465994,0,0,0,0,0,0,1,1,1,1,1,1,1
G075,-1,-1,-0.395260549,0,0,0,-0.698838321,-1,-1,-1,-1,-1,-1,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,0,0,0.014415576,0,0,0,0,0.011661402,-1,-1,-0.847639002,-0.290238308,-0.049961208,0,1,1,0.070069021,0,-0.011138434,0,0,0,0.019241721,0,0,0,1,0.981399239,1,0,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,1,1,1,-0.055763187,0.034306073,-0.007543389,0.00626307,-1,-1,0,0,0.07921165,0.090267271,-0.225138991,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-0.983084017,-1,-1,0,0,-0.087883453,-0.208098502,0,-0.659061048,-1,1,0.632952741,0.379721393,0,-1,-1,0,0,0,0,0.016792915,0,0,0,0,0,0,0,0,0,0,1,1,0.982414496,1,0,0,0,0
G076,1,0.953974135,1,1,1,1,0.246551841,0,0,0,1,1,0.55340286,0,0.390010389,1,1,-0.005425595,0,0,0,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,1,0.305309456,0,0,0,-1,-1,-1,-0.988689355,-1,0,-1,-1,0,0,0,0.022729159,0.039166683,0,1,1,1,1,1,-1,1,1,0,0,0,0,1,0.963039849,1,0.802473191,0,0,0,0,0.050412403,0.057448495,-0.043972641,0,0,0,0,0,-1,1,1,1,0.628187495,0,0,0,0,0,1,0,-0.154859568,0,-0.043142869,0,1,0.9759902,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-0.006724019,0,1,1,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,-1
G077,1,0.953974135,1,1,1,1,0.246551841,0,0,0,1,1,0.978855736,1,0.989992805,1,1,1,0,0,0,0,0.014415576,0,0,1,1,0.270978058,0.117199426,0,-0.022647639,0.622495894,1,1,0,0,0,0,-0.011138434,0,0,0,0.019241721,0,0.380602407,1,0.885276435,0.953987721,1,1,0,-1,-0.993509086,-1,0,1,1,0,0,0,0,-0.096955774,0.022008617,-0.715397762,-1,-1,-1,0,0,0.050412403,0.057448495,-0.043972641,0,0,1,1,1,1,-1,-1,0,0.043266867,0,0,0,0,0,0,1,1,1,-0.02315655,0,0,0.023113366,-0.026054243,0,-1,-1,0,0,0,1,0.982906977,1,1,1,1,1,1,1,0,0,0,0,0.551566937,1,1,0,1,1,0
G078,-1,-1,-1,0,0,0,0.720889611,1,1,1,1,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,0,0,0,0.014415576,0,0,1,1,0.227181393,0.062331594,-1,-0.969142937,-1,-1,-1,1,-1,0,0,-0.011138434,0,1,1,0.979616645,1,0.380602407,1,0.885276435,0.953987721,1,1,1,1,1,1,0,-0.129220912,0,0,0,-1,-1,-0.889268856,-1,-0.992213758,-1,0,1,1,1,0.310986251,0.239339387,-0.040001319,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-0.392835405,0,-0.043142869,0,0.029565337,0.051017292,-0.025694718,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,0,1,1,0,-0.031163225,0,0,0,0,0,0
G079,0,0.023430176,-1,0,0,-1,0.60015119,1,1,-0.076292793,-1,-0.456611677,0.021648706,0,0.009844063,-0.011033869,0,-0.010775596,0,1,1,0,0.014415576,0,0,0,0,-1,-1,-1,-0.795694892,0,0,0,-1,0,0,0,0,0,0,0.140194909,0.156232136,0,-1,0,0.022729159,0.039166683,0,-1,0,0,-0.006436222,0,1,-0.129220912,0,-1,-1,0,-1,-0.889268856,-1,-0.278214575,0.005416236,-1,0,0,0,1,0.735877877,-0.029160127,0,0,0,0,0,-1,0,0,1,0.95441315,1,1,0,0,0,0,-1,-0.651171884,-0.59771378,-0.702466703,-0.769450977,-1,0.011890782,-0.026198839,0,0,0,0,0,0,-1,0.004328749,-1,-1,-1,0,-0.371720474,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,-1
G080,-1,-1,0,1,1,1,0.246551841,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,1,1,0.984922847,1,1,0,1,0.270978058,0.117199426,0,-0.193498598,-1,0,0,-1,-1,-1,-1,-0.988689355,-1,0,1,0.841815015,0,-1,1,1,0.981399239,1,1,1,1,1,1,0,-0.767086215,-1,-1,-1,-1,0,-0.096955774,0.022008617,-0.715397762,-1,-1,-1,-1,-1,-0.072024859,0.032974,-0.024015745,1,1,1,1,1,1,0,0,0,0.043266867,0,0,0,0,-1,-1,0,-0.154859568,0,-0.022287417,1,1,0.9759902,1,0,0,0,0,0,0,1,0.982906977,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
G081,1,0.799809169,0,0,0,0,0.083717291,0,0,-1,-1,-1,-1,0,-1,-0.988780771,-1,-0.773403595,0,-1,-1,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,0,0,0,0,0,0,0,-0.011138434,0,-1,0,0.019241721,0,-1,0,0,0.018051003,0,0,-1,-1,-0.993509086,-1,0,-0.129220912,0,0,0,0,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,1,1,1,1,0.992177354,1,0,0,0,0,0,0,1,1,0,0.043266867,0,1,1,0,-1,-1,0,-0.154859568,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,-1,-1,-1,-1,-0.96778679,-1,-1,-1,-1,-1,-1
G082,1,0.799809169,0,0,0,0,0.720889611,1,1,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.222979048,-1,0,0,-1,-1,-1,0,0,0,0.716900788,0.877435877,1,1,1,1,1,0,0,0,0,-0.011138434,0,0,1,0.979616645,1,0,0,1,0.254285514,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,0,0,0,0.645045378,0.735074778,1,1,1,1,1,0,0,-1,-1,0,0.043266867,0,0,0,0,0,-1,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,0,-1,0,1,1,0.982906977,1,1,1,1,1,0,0,-1,0,0,0,-0.016025433,1,1,1,1,1,1
G083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0105436,0,0.009844063,-0.011033869,0,-0.005521206,1,1,1,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,-1,-1,0,-1,0,1,1,1,0,0,0.019241721,0,0,-1,0,-1,-1,-1,0,0,-0.0032511,1,1,-0.767086215,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,-1,-1,1,1,0.312663677,0.241250933,-0.021534146,1,1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,1,1,1,1,0,-0.043142869,0,0,-1,-0.608472098,0,0,0,-1,0,0,1,0.982906977,1,1,1,0,-0.371720474,-1,0,0,-1,-1,-1,-0.428978135,0,0,0,1,0,0
G084,0,0.041558026,0,0,0,0,0.083717291,0,0,0,1,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,-1,-1,0,0.849739294,1,1,1,1,0.958693492,0.978759425,1,-0.01471301,0,0,0,1,0,-1,-1,-0.303256169,0,-1,0,0.019241721,0,0,0,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.767086215,-1,-1,-1,-1,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,-1,0,0,0.645045378,0.735074778,1,1,1,1,1,1,0,0,0,0,0.359137643,1,1,1,1,1,0,1,-0.416953346,-1,-0.954253362,-1,-1,-1,-0.972849487,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,-0.006724019,0,1,0,1,1,1,-0.01616891,0,0,0,-1,-1,-1
G085,1,0.953974135,1,0,0,0,0.720889611,1,1,1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,0,0,0.014415576,0,0,1,1,-1,-1,-1,-0.795694892,0,0,0,-1,-1,-1,-1,-0.988689355,-1,1,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,1,-0.129220912,0,0,0,0,0,-0.096955774,0.022008617,-0.715397762,-1,-1,-1,-1,-1,-0.072024859,0.032974,-0.024015745,1,1,1,1,1,0,0,0,0,0.023020099,-1,1,1,1,1,1,0,-0.154859568,0,-0.022287417,1,1,0.9759902,1,1,1,1,-1,0,0,1,0.982906977,1,0,0,0,-0.006724019,0,0,0,0,0,0,1,1,1,0,0,0,-1
G086,0,0.041558026,0,1,1,1,0.902443125,1,0,1,1,-1,-1,-1,-1,-0.417618262,0,-0.005521206,1,0,-1,0,0.014415576,0,0,0,0,-1,-1,-1,-0.795694892,0,0,0,0,-1,-1,-1,-0.988689355,-1,0,1,0.979616645,1,0,0,1,0.981399239,1,1,1,0,-0.006436222,0,0,-0.129220912,0,0,0,0,-1,-0.889268856,-1,-0.992213758,-1,-1,0,0,0,0.050412403,0.057448495,-0.043972641,0,0,-1,-1,0,0,1,1,1,0.628187495,0,0,0,0,0,0,0,-0.154859568,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,1,1,1,1,1,-0.01616891,0,0,0,0,0,0
G087,-1,-1,-1,0,0,0,0.720889611,1,1,0,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,1,0.984922847,1,1,1,0,0.716900788,0.877435877,1,1,0,0,0,0,-1,-0.98522775,-1,-0.988689355,-1,-1,0,0.019241721,0,0,-1,-1,0.009357637,0,0,0,0,-0.006436222,0,0,-0.070553026,1,0,0,0,1,1,0.963039849,1,0.987486461,1,0,0,0,-0.877523481,-1,-0.52685139,1,1,1,1,1,1,-1,-1,0,0.359137643,1,1,0,0,0,0,-0.269343305,-0.637775787,-1,-0.954253362,-1,0,0.023113366,-0.026054243,0,0,0,0,0,0,0,0.427392073,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,-1,0
G088,0,0.183638609,1,1,1,1,0.902443125,1,0,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.773403595,0,0,0,0,-1,-1,-1,-1,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,1,1,1,1,1,1,1,1,0.979616645,1,1,0,1,0.981399239,1,1,0,0,-0.006436222,0,1,1,1,1,0,0,0,-0.096955774,0.022008617,-0.715397762,-1,0,0,0,0,1,0.992177354,1,1,1,1,1,1,-1,0,0,0,0.359137643,1,1,1,1,1,1,0,-0.154859568,0,-0.043142869,0,1,0.9759902,1,1,0,0,0,1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,1,-1,-1,-1,-0.275561282,1,1,1,1,1,0
G089,0,0.183638609,1,1,1,1,-1,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,1,1,1,1,1,1,1,1,-0.005673408,0,-1,1,0.979616645,1,-1,0,1,0.981399239,1,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,-1,0,-1,-1,0,0.257323261,1,1,1,1,1,1,1,0,0,0,0.043266867,0,0,0,0,-1,-1,1,-0.096438232,0,-0.022287417,1,1,0.9759902,1,1,1,1,0,-0.282024028,-1,-1,-1,-1,0,0,0,-0.006724019,0,0,0,0,0,-1,-0.428978135,0,0,0,0,1,1
G090,1,0.953974135,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0.0105436,0,0.009844063,-0.011033869,0,-0.010775596,0,1,1,-1,-1,-1,-1,-1,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,1,0,0.019241721,0,-1,0,1,0.981399239,1,1,1,1,1,1,0,-0.129220912,0,0,0,-1,0,-0.607535263,-1,-0.992213758,-1,-1,-1,-1,-1,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,0.359137643,1,1,1,1,1,1,-1,-0.392835405,0,-0.043142869,0,0,0.579223104,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,0,1,1,1,1,0,0,0,0,0,0
G091,0,0.041558026,0,-1,-1,-1,-1,-1,0,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-1,-1,-1,-1,-1,0,0,0.716900788,0.877435877,1,1,1,1,1,1,0,0,0,-0.011138434,0,-1,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,-1,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.987486461,1,1,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,1,1,1,0.628187495,0,0,-1,-1,-1,-1,-1,-0.812561326,-1,-0.954253362,-1,0,0.023113366,-0.026054243,0,1,1,1,1,0,0,0.016792915,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
G092,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0.01059496,-1,-1,-0.417618262,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,1,1,0,0,-0.011138434,0,-1,-1,-1,-1,-1,-1,0,0.018051003,0,0,0,0,-0.317143119,-1,0,-0.129220912,0,0,0,0,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,0,1,1,0,0.007632463,-0.024317687,1,1,-1,-1,-1,-1,-1,-1,0,0.043266867,0,0,1,1,1,0,0,-0.090086732,1,1,1,1,0.9759902,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,-0.006724019,0,0,1,0,0,0,-0.031163225,0,0,0,0,0,0
G093,0,0.041558026,0,0,0,0,0.720889611,1,0,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.989000862,-1,-1,-1,-1,-1,0,0,1,1,0.958693492,0.978759425,1,1,1,0,0,-1,-1,0,0,-0.011138434,0,0,1,0.979616645,1,-1,0,0,0.018051003,0,0,0,1,1,0.96358763,1,-0.129220912,0,0,0,0,1,1,0.342417747,-0.006377822,0.006266717,-1,-1,0,-1,0.43055071,0.605694367,1,1,1,1,1,0,0,0,0,0,0.043266867,0,0,0,0,0,1,0,-0.090086732,1,1,1,1,0.9759902,1,1,1,1,0,0,0,0,0.242019649,0.541738432,1,1,1,1,1,1,1,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,0
G094,-1,-1,0,0,0,0,0.083717291,0,-1,-1,-1,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,1,1,1,1,-1,0,0,-0.011138434,0,0,0,0.010277832,-1,1,1,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.096955774,0.022008617,-0.715397762,-1,-1,-1,-1,-1,-1,-1,-0.951830543,-1,-1,-1,-1,-1,-1,1,1,1,0.95441315,1,1,1,1,1,1,-1,-0.812561326,-1,-0.315131682,0,0,0.023257436,-0.013487701,1,1,1,1,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,1,1,1,1,1,1,1,-1
G095,-1,-1,0,0,0,0,0.083717291,0,0,-1,-1,-1,-1,-1,-1,-0.417618262,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,-1,-1,1,0,-1,-1,-0.988689355,-1,-1,-1,-1,1,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,1,1,0.34242026,-0.006359127,0.012138659,0,0,-1,-1,1,0.992177354,1,1,1,1,1,1,0,1,1,1,0.95441315,1,1,1,0,0,0,0,-0.154859568,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0,0,-1,-1,-1,0,0,0,-0.006724019,0,0,-1,0,0,0,-0.562619322,-1,-1,-1,0,0,0
G096,0,0.041558026,0,1,1,0,0.083717291,0,1,1,1,1,0.55340286,0,0.007072858,-0.578278707,-1,-0.989000862,-1,0,0,0,0.014415576,0,1,1,1,0.958693492,0.978759425,1,1,1,0,0,0,0,0,0,-0.011138434,0,0,0,0.010277832,-1,1,1,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.767086215,-1,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,-1,-1,-1,-1,-1,-0.951830543,-1,-1,0,0,0,1,-1,-1,-1,0.221183582,1,1,1,1,1,1,0,-0.090086732,1,1,1,0,0.023113366,-0.026054243,0,0,0,1,1,0,0,0.016792915,0,0,0,0,-0.003392694,1,1,0,1,1,0,-0.562619322,-1,-1,-1,0,0,0
G097,-1,-1,1,1,0,0,0.083717291,0,0,0,0,0,-1,0,0.390010389,1,1,1,1,1,1,1,0.144537843,0,-1,-1,0,0.038975103,0.020208719,0,-0.193498598,-1,0,0,-1,-1,-1,-1,-0.988689355,-1,-1,0,0.019241721,0,1,-1,-1,0.009357637,0,0,1,1,1,0,0,-0.129220912,0,0,0,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,-1,0,0,0,0.007632463,-0.024317687,1,1,1,1,0,0,1,1,0,0.043266867,0,0,0,0,0,0,-1,-0.392835405,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,-1,1,1,0,0,0.008564718,-1,-1,-1,-1,-0.993223971,-1,-1,0,0,0,0,-0.031163225,0,0,0,0,0,0
G098,-1,-1,0,1,1,1,0.246551841,0,0,-1,0,0,-1,-1,-1,-0.417618262,0,-0.010775596,0,0,0,0,-1,-1,0,0,0,0.011661402,-1,-1,-0.969142937,-1,1,1,0,-1,0,0,-0.005614306,1,0,1,0.979616645,1,0,0,0,0.018051003,0,0,1,0,-0.006436222,0,-1,1,1,1,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,1,1,1,0,0.257323261,1,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-0.392835405,0,-0.671485174,-1,-1,-1,-0.442671156,1,1,1,0,0,1,0,0.016792915,0,0,0,0,-0.006724019,0,0,-1,1,1,1,1,1,0,0,1,1,0
G099,0,0,0,1,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.016565308,0.006840955,0,-0.010775596,0,1,0,0,0.014415576,0,0,0,1,0.958693492,0.978759425,1,1,1,1,1,0.637628152,1,0,0,-0.011138434,0,1,1,0.979616645,1,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,1,1,-0.055763066,0.034310642,-0.00727049,0.078777623,0.340594953,1,-1,-1,0,0.007553559,-0.045062024,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.485109982,1,-0.058864901,-0.037379377,0,0.019038465,-0.381488326,-1,-1,-1,0,0,1,1,0.568192614,0,0,0,0,-0.006724019,0,0,0,0,0,-1,-0.96778679,-1,-1,-1,0,0,1
G100,1,0.953974135,1,0,0,0,0.720889611,1,1,1,1,1,0.978855736,1,0.989992805,1,1,1,0,-1,0,0,0.014415576,0,-1,-1,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,0,1,0,0,1,0,0,0,0.019241721,0,-1,1,1,0.981399239,1,1,0,0,-0.314215995,-1,0,-0.129220912,0,0,0,-1,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0.044063465,0.050213431,-0.301241582,-1,-1,-1,-1,-1,0,-1,-1,0,0.043266867,0,0,0,0,0,0,-1,-0.259032834,1,1,1,0,0.023113366,-0.026054243,0,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,-1,0,0,0
G101,0,0.041558026,0,0,0,0,-1,-1,0,0,0,0,0.020692952,0,-1,-0.988780771,-1,-0.989000862,-1,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,1,1,1,1,1,1,1,1,0.979616645,1,0,0,0.022729159,0.039166683,0,0,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,0,0,-0.096436585,0.033629737,-0.007462844,0.028339234,0.017297139,0,0,0,0.050412403,0.057448495,-0.043972641,0,0,1,1,1,1,1,1,1,0.628187495,0,0,0,0,0,0,-1,-0.812561326,-1,-0.548341289,-0.348198252,0,0.023113366,-0.026054243,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.626465994,0,0,0,1,1,0,-0.031163225,0,0,0,0,0,0
G102,1,0.953974135,1,1,1,1,0.246551841,0,0,-1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,1,0.144537843,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,-1,-1,0,0,-0.011138434,0,-1,-1,-1,1,0,-1,-0.911978221,-1,-1,-1,-1,-1,-0.993509086,-1,-1,1,1,1,0,0,0,-0.607535263,-1,-0.992213758,-1,-1,0,0,1,0.92121836,0.934741986,1,1,1,1,1,1,1,0,0,0,0.359137643,1,1,1,1,1,1,1,-0.096438232,0,-0.043142869,0,0,0.023257436,-0.013487701,1,1,0,1,1,1,1,0.982906977,1,1,1,0.262967302,-0.012039035,0,0,0,0,0,0,-0.031163225,0,0,0,1,1,1
G103,-1,-1,0,1,1,1,0.902443125,1,1,0,-1,-1,-1,-1,-1,-0.988780771,-1,-0.773403595,0,1,0,0,0.00726945,-1,-1,-1,-1,-1,-1,-1,-0.795694892,0,0,0,0,0,-1,-1,-0.988689355,-1,0,0,0.019241721,0,-1,0,-0.580318701,-1,-1,-1,-1,-1,-0.993509086,-1,-1,1,0,0,0,0,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,0,1,1,0.310986251,0.239339387,-0.040001319,0,0,-1,-1,-1,0,1,1,1,0.95441315,1,1,1,1,1,0,0,-0.154859568,0,-0.106316623,-0.067511353,0,0.023257436,-0.013487701,1,1,1,0,1,0,0,0.016792915,0,0,0,-0.01665514,-0.023200395,0,0,0,0,0,-1,-0.96778679,-1,-1,-0.622428023,0,1,0
